当前路径,文件名,扩展名,文件大小,SHA-256,Git最早出现时间,Git最后修改时间,推定游戏年度,推定季度,推定档案类型,推定状态,是否当前权威入口,是否被其他文件引用,是否存在完全重复文件,是否存在近似重复文件,建议未来路径,分类置信度,备注和冲突
大明档案/朝政纪要/崇祯九年/崇祯九年夏季朝政纪要——京西建厂初奠基，陕寇两酋授首，建虏僭号称清.md,崇祯九年夏季朝政纪要——京西建厂初奠基，陕寇两酋授首，建虏僭号称清.md,.md,12581,128e0630e61be83cbe6a3ac81b0e4d5b3856de9d6c9eb64bd9a7890e24700bad,2026-07-30T22:43:59-07:00,2026-07-30T22:43:59-07:00,崇祯9年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯9年/夏/朝政纪要原文/崇祯九年夏季朝政纪要——京西建厂初奠基，陕寇两酋授首，建虏僭号称清.md,0.97,
大明档案/朝政纪要/崇祯九年/崇祯九年春季朝政纪要——蝗旱肆虐陕局艰，大赏决战争全局.md,崇祯九年春季朝政纪要——蝗旱肆虐陕局艰，大赏决战争全局.md,.md,9385,f5a5ed5515fc85f588013537c2e0e529b89d0251efdab1c73dfb46e073538334,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,游戏AI推演结果/朝政纪要,已执行结果,否,是（3）,否,否,01_季度回合/崇祯9年/春/朝政纪要原文/崇祯九年春季朝政纪要——蝗旱肆虐陕局艰，大赏决战争全局.md,0.97,引用示例: data/game_state.json | uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯二年/# 崇祯二年春季朝政纪要.md,# 崇祯二年春季朝政纪要.md,.md,14788,f8113f6d5fc92fee404637fbeb849d5704ee770866be059bebf583fd459a31de,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,春,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯2年/春/朝政纪要原文/# 崇祯二年春季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯二年/崇祯二年冬季朝政纪要.md,崇祯二年冬季朝政纪要.md,.md,19087,af59eecb86cbb9ca9d83b14c8275573c11a0c921ee642b24bb4a239d413e82e6,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯2年/冬/朝政纪要原文/崇祯二年冬季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯二年/崇祯二年夏季朝政纪要.md,崇祯二年夏季朝政纪要.md,.md,17245,b0908d79b290bcbdf6c05ee415e10bd62502ecf91b2e1e4697ad876e22993574,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯2年/夏/朝政纪要原文/崇祯二年夏季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯二年/崇祯二年秋季朝政纪要.md,崇祯二年秋季朝政纪要.md,.md,15139,41c677547d940701f85582cef412f3601c8a3f5a6ac70585cadbf0fd6f2b7895,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯2年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯2年/秋/朝政纪要原文/崇祯二年秋季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯五年/崇祯五年冬季朝政纪要.md,崇祯五年冬季朝政纪要.md,.md,15841,c8c3c5fc5a1db15520d90e12dae5ac91d0f9f43ac081844e6f54846781f5df1e,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,是（3）,否,否,01_季度回合/崇祯5年/冬/朝政纪要原文/崇祯五年冬季朝政纪要.md,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯五年冬国家态势复盘.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯五年/崇祯五年夏季朝政纪要.md,崇祯五年夏季朝政纪要.md,.md,12684,3c9986698d4b5fbd0db4eec1633e977cfcb07f930809c218fffec77128770554,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯5年/夏/朝政纪要原文/崇祯五年夏季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯五年/崇祯五年春季朝政纪要.md,崇祯五年春季朝政纪要.md,.md,16055,c7d5e962132e9980922027a3a9abd62b8df616990f355a7951eef527739a07fd,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,春,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯5年/春/朝政纪要原文/崇祯五年春季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯五年/崇祯五年秋季朝政纪要.md,崇祯五年秋季朝政纪要.md,.md,15471,a098d0369cd084f07df2063945c5912358ba8af15439fc75139b99f3b267baa5,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯5年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,是（3）,否,否,01_季度回合/崇祯5年/秋/朝政纪要原文/崇祯五年秋季朝政纪要.md,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯五年秋国家态势复盘.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯元年/崇祯元年冬季朝政纪要.md,崇祯元年冬季朝政纪要.md,.md,19530,16e9b9ec2761620331307eebe7754f2c1b1591b2695ecc4937eab3f970964d55,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯1年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯1年/冬/朝政纪要原文/崇祯元年冬季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯元年/崇祯元年夏季朝政纪要.md,崇祯元年夏季朝政纪要.md,.md,18603,4da453c509a145c3bf5d84ba401b3fc0becde71ade6fdb5c8c953fa2fe608b73,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯1年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯1年/夏/朝政纪要原文/崇祯元年夏季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯元年/崇祯元年春季朝政纪要.md,崇祯元年春季朝政纪要.md,.md,15007,cb7c8781e2d520e304d468cd171d86c7a77ed47df221f5d121051a6271402781,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯1年,春,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯1年/春/朝政纪要原文/崇祯元年春季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯元年/崇祯元年秋季朝政纪要.md,崇祯元年秋季朝政纪要.md,.md,13617,300e85b9400339a0eeefc0dcf9bf4bb0d54e4381e4e00e3e50c2f436ddfe4859,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯1年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯1年/秋/朝政纪要原文/崇祯元年秋季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯八年/崇祯八年冬季朝政纪要——冬防八镇启边墙，合围初战破闯王.md,崇祯八年冬季朝政纪要——冬防八镇启边墙，合围初战破闯王.md,.md,16699,08d099ec7f63d503a49fa0b99468c2a82923d5b9c2021400d9cabdf3956a849d,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯8年/冬/朝政纪要原文/崇祯八年冬季朝政纪要——冬防八镇启边墙，合围初战破闯王.md,0.97,
大明档案/朝政纪要/崇祯八年/崇祯八年夏季朝政纪要——北疆升级火器兴，洪疫夹攻陕局定.md,崇祯八年夏季朝政纪要——北疆升级火器兴，洪疫夹攻陕局定.md,.md,19949,37ce5c715317e5def27a70e099535b9eb28eda6bda7ba1f8e3de7dd29f259f87,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯8年/夏/朝政纪要原文/崇祯八年夏季朝政纪要——北疆升级火器兴，洪疫夹攻陕局定.md,0.97,
大明档案/朝政纪要/崇祯八年/崇祯八年春季朝政纪要——春赏遍施安黎庶，剿抚初成效边患.md,崇祯八年春季朝政纪要——春赏遍施安黎庶，剿抚初成效边患.md,.md,18449,52295108d6f5438a200b7a3b7530b3c719d3f4f5f692b30c2ae188278df78883,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,春,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯8年/春/朝政纪要原文/崇祯八年春季朝政纪要——春赏遍施安黎庶，剿抚初成效边患.md,0.97,
大明档案/朝政纪要/崇祯八年/崇祯八年秋季朝政纪要——赏银遍发百业兴，北疆车营初成军.md,崇祯八年秋季朝政纪要——赏银遍发百业兴，北疆车营初成军.md,.md,14015,e98187223511822fcd42a84e537fc9f450efaa56897045b1da86ee7e3c788d23,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯8年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯8年/秋/朝政纪要原文/崇祯八年秋季朝政纪要——赏银遍发百业兴，北疆车营初成军.md,0.97,
大明档案/朝政纪要/崇祯六年/崇祯六年冬季朝政纪要.md,崇祯六年冬季朝政纪要.md,.md,15905,3cb3f72df99edc6953356ad0739c29a32f6bee739769821e7aaee0d8e1672b49,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,是（3）,否,否,01_季度回合/崇祯6年/冬/朝政纪要原文/崇祯六年冬季朝政纪要.md,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯六年冬国家态势复盘.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯六年/崇祯六年夏季朝政纪要.md,崇祯六年夏季朝政纪要.md,.md,17826,80fc478f614671e66842f054ceb4290e0b4f522348ffb8d2c55adc8c8bc9422f,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,是（4）,否,否,01_季度回合/崇祯6年/夏/朝政纪要原文/崇祯六年夏季朝政纪要.md,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯六年夏国家态势复盘.md | 大明档案/国家态势/崇祯六年秋国家态势更新.md
大明档案/朝政纪要/崇祯六年/崇祯六年春季朝政纪要.md,崇祯六年春季朝政纪要.md,.md,11351,95af6041c9d6719a1cee49679beb66ba445ee11507683320e10579021180df76,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,春,游戏AI推演结果/朝政纪要,已执行结果,否,是（3）,否,否,01_季度回合/崇祯6年/春/朝政纪要原文/崇祯六年春季朝政纪要.md,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯六年春国家态势复盘.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯六年/崇祯六年秋季朝政纪要.md,崇祯六年秋季朝政纪要.md,.md,12355,0330ae3e3d07ffcb5f06105645a775e9a7af617783e8a46a93664a02f48130df,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯6年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯6年/秋/朝政纪要原文/崇祯六年秋季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯十一年/崇祯十一年夏季朝政纪要——首辅薨逝财政虚，三路奇袭辽东惊.md,崇祯十一年夏季朝政纪要——首辅薨逝财政虚，三路奇袭辽东惊.md,.md,12963,59375c4412a7014ecf4227f1f252fd65fa2a1ffe5f0d99ee10a68b071c667e60,2026-07-31T12:24:22-07:00,2026-07-31T12:24:22-07:00,崇祯11年,夏,游戏AI推演结果/朝政纪要,已执行结果,是,是（14）,否,否,01_季度回合/崇祯11年/夏/朝政纪要原文/崇祯十一年夏季朝政纪要——首辅薨逝财政虚，三路奇袭辽东惊.md,0.97,仓库基线权威入口；其时间指针与玩家确认的12年春冲突；引用示例: AGENTS.md | README.md | data/appointments/CZ11-SUMMER-PERSONNEL-1.json
大明档案/朝政纪要/崇祯十一年/崇祯十一年春季朝政纪要——三军九团定国本，四社开张振百工.md,崇祯十一年春季朝政纪要——三军九团定国本，四社开张振百工.md,.md,15791,0a77fcb11e1aa14a5367853b9b87970df44c076fabd44d16bd95d775447795f1,2026-07-31T08:46:49-07:00,2026-07-31T08:46:49-07:00,崇祯11年,春,游戏AI推演结果/朝政纪要,已执行结果,否,是（10）,否,否,01_季度回合/崇祯11年/春/朝政纪要原文/崇祯十一年春季朝政纪要——三军九团定国本，四社开张振百工.md,0.97,引用示例: data/appointments/崇祯10年秋六部侍郎荐举与堂官补实令.json | data/appointments/崇祯11年春六部正式任命与堂官到任考成.json | data/companies/CZ11-SPRING-FOUR-CORPORATIONS-1.json
大明档案/朝政纪要/崇祯十年/崇祯十年夏季朝政纪要——辽阳焚粮振军威，京西投产百工兴.md,崇祯十年夏季朝政纪要——辽阳焚粮振军威，京西投产百工兴.md,.md,17676,32003fa5eccae7d666ce62d90533a3e99f29821a2c2c40259b1f4ab5cc54e23f,2026-07-31T02:49:16-07:00,2026-07-31T02:49:16-07:00,崇祯10年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,是（2）,否,否,01_季度回合/崇祯10年/夏/朝政纪要原文/崇祯十年夏季朝政纪要——辽阳焚粮振军威，京西投产百工兴.md,0.97,引用示例: data/history/CZ10-SUMMER-EXEC-1.json | data/strategy/崇祯10年夏执行考成.json
大明档案/朝政纪要/崇祯十年/崇祯十年春季朝政纪要——春耕安民归屯三环并举，朝鲜称臣皮岛受创.md,崇祯十年春季朝政纪要——春耕安民归屯三环并举，朝鲜称臣皮岛受创.md,.md,13066,d6601f9ad8bfc2242b502d32c9fd38e1e906baa09d2be4a6d9db80f9736849c2,2026-07-31T02:08:39-07:00,2026-07-31T02:08:39-07:00,崇祯10年,春,游戏AI推演结果/朝政纪要,已执行结果,否,是（3）,否,否,01_季度回合/崇祯10年/春/朝政纪要原文/崇祯十年春季朝政纪要——春耕安民归屯三环并举，朝鲜称臣皮岛受创.md,0.97,引用示例: data/edicts/崇祯10年春竞贸购种兴农安秦续制固藩诏.json | data/strategy/崇祯10年春四项授权冻结执行考成.json | data/strategy/崇祯10年春方向草案.json
大明档案/朝政纪要/崇祯十年/崇祯十年秋季朝政纪要——铁岭夜袭夺马断粮，十五厂开垦移民并举，燧发枪厂动工，大赏九十二万两收服人心.md,崇祯十年秋季朝政纪要——铁岭夜袭夺马断粮，十五厂开垦移民并举，燧发枪厂动工，大赏九十二万两收服人心.md,.md,13673,33719b881ebbf1231da6023c5ccde7e6d771ffeea22a6855e8e888597faebdd3,2026-07-31T04:45:09-07:00,2026-07-31T04:45:09-07:00,崇祯10年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,是（7）,否,否,01_季度回合/崇祯10年/秋/朝政纪要原文/崇祯十年秋季朝政纪要——铁岭夜袭夺马断粮，十五厂开垦移民并举，燧发枪厂动工，大赏九十二万两收服人心.md,0.97,引用示例: data/edicts/崇祯10年秋袭马断粮开厂垦田移民增税诏.json | data/history/CZ10-AUTUMN-EXEC-1.json | data/province_panels/CZ10-AUTUMN-PROVINCES-1.json
大明档案/朝政纪要/崇祯四年/崇祯四年冬季朝政纪要.md,崇祯四年冬季朝政纪要.md,.md,14281,3da23a2e18936eec1a531f57d663bcca9b2f2048bf9dc6c270656b12171f670c,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,冬,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯4年/冬/朝政纪要原文/崇祯四年冬季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯四年/崇祯四年夏季朝政纪要.md,崇祯四年夏季朝政纪要.md,.md,11909,df3f16aeb0cf0a3c10f3f27a12de839b0423d840174a3e224e7b4b544443658d,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,夏,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯4年/夏/朝政纪要原文/崇祯四年夏季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯四年/崇祯四年春季朝政纪要.md,崇祯四年春季朝政纪要.md,.md,17562,4bcb864aa6d08598f5696129dbf0e58dd9f5ac1826573dd99bc7b9910328b0bf,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,春,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯4年/春/朝政纪要原文/崇祯四年春季朝政纪要.md,0.97,
大明档案/朝政纪要/崇祯四年/崇祯四年秋季朝政纪要.md,崇祯四年秋季朝政纪要.md,.md,16374,4f4170047ee3f18a6585b44ff1fb830fc4f3ec3a46b9c8e3135eb969a2e19068,2026-07-30T15:11:05-05:00,2026-07-30T15:11:05-05:00,崇祯4年,秋,游戏AI推演结果/朝政纪要,已执行结果,否,否,否,否,01_季度回合/崇祯4年/秋/朝政纪要原文/崇祯四年秋季朝政纪要.md,0.97,
大明档案/朝臣档案/崇祯10年夏季朝臣任职复核.md,崇祯10年夏季朝臣任职复核.md,.md,2846,b686fba95930679efb2106739ac93e1c9e517816414ca09a0da247d4b08f78ed,2026-07-31T02:51:52-07:00,2026-07-31T02:51:52-07:00,崇祯10年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/朝廷人事/崇祯10年夏季朝臣任职复核.md,0.93,
大明档案/朝臣档案/崇祯10年春季朝臣任职复核.md,崇祯10年春季朝臣任职复核.md,.md,2589,5c14759a22b4c4944433cbe5ebd37569e857391e764c4f579ed1816d586433c0,2026-07-31T02:11:44-07:00,2026-07-31T02:11:44-07:00,崇祯10年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/朝廷人事/崇祯10年春季朝臣任职复核.md,0.93,
大明档案/朝臣档案/崇祯10年秋季朝臣任职复核.md,崇祯10年秋季朝臣任职复核.md,.md,4621,46a1ad7b8cd8274bb02639d74bf777d8731810c373e78b30c5c07a365b1ce1db,2026-07-31T04:47:08-07:00,2026-07-31T07:51:33-07:00,崇祯10年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/朝廷人事/崇祯10年秋季朝臣任职复核.md,0.93,
大明档案/朝臣档案/崇祯11年夏全国军政要员名册复核.md,崇祯11年夏全国军政要员名册复核.md,.md,3766,164461fc80e26272c99245de11c62e46922d40734a86f578c114f6613bf9e29c,2026-07-31T12:55:09-07:00,2026-07-31T12:55:09-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,是（1）,否,否,02_长期档案/朝廷人事/崇祯11年夏全国军政要员名册复核.md,0.93,引用示例: README.md
大明档案/朝臣档案/崇祯11年夏后《全国军政要员名册》原稿.md,崇祯11年夏后《全国军政要员名册》原稿.md,.md,17544,9017691d211a9d9997b3d33f770ce6625d8b69e8776caf5e8021626a11ac2aba,2026-07-31T12:54:12-07:00,2026-07-31T12:54:12-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,是（9）,否,否,02_长期档案/朝廷人事/崇祯11年夏后《全国军政要员名册》原稿.md,0.93,引用示例: AGENTS.md | README.md | data/appointments/CZ11-SUMMER-NATIONAL-OFFICIAL-ROSTER-1.json
大明档案/朝臣档案/崇祯11年夏季朝臣任职复核.md,崇祯11年夏季朝臣任职复核.md,.md,2918,288a6140f22b4806a498292c04e38e5dba004e4a380c34057d5edab5e8ce6580,2026-07-31T12:31:04-07:00,2026-07-31T12:31:04-07:00,崇祯11年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/朝廷人事/崇祯11年夏季朝臣任职复核.md,0.93,
大明档案/朝臣档案/崇祯11年春季朝臣任职复核.md,崇祯11年春季朝臣任职复核.md,.md,4920,09e96ff359a70e95d3ba38063a8001e6192b48616d8744beeb338453149328ee,2026-07-31T08:48:24-07:00,2026-07-31T08:48:24-07:00,崇祯11年,春,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/朝廷人事/崇祯11年春季朝臣任职复核.md,0.93,
大明档案/朝臣档案/崇祯9年冬季六阁六部与朝臣任职复核.md,崇祯9年冬季六阁六部与朝臣任职复核.md,.md,1976,ff20d02125799c33b3125e204fd7bcaab8a98e15c125cb25abe46ad4fa417dd1,2026-07-31T01:03:20-07:00,2026-07-31T01:03:20-07:00,崇祯9年,冬,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/朝廷人事/崇祯9年冬季六阁六部与朝臣任职复核.md,0.93,
大明档案/朝臣档案/崇祯9年夏季朝臣任职复核.md,崇祯9年夏季朝臣任职复核.md,.md,2456,64965d313b0af675ebb25b1bd8e3a0c63159c17a143140bd3cc16c5611fc6a4d,2026-07-30T22:45:09-07:00,2026-07-30T22:45:09-07:00,崇祯9年,夏,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/朝廷人事/崇祯9年夏季朝臣任职复核.md,0.93,
大明档案/朝臣档案/崇祯9年春初期朝臣任职复核.md,崇祯9年春初期朝臣任职复核.md,.md,3358,745979488955429b3d015658b0844b87b226bc14bbdcd01e5ea49f12b5a968aa,2026-07-30T23:40:54-05:00,2026-07-30T23:40:54-05:00,崇祯9年,春,跨季度长期制度/名册/数据库,历史状态,否,是（3）,否,否,02_长期档案/朝廷人事/崇祯9年春初期朝臣任职复核.md,0.93,引用示例: uploads/index.json | 大明档案/README.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝臣档案/崇祯十一年秋全国军政要员名册补录说明.md,崇祯十一年秋全国军政要员名册补录说明.md,.md,632,d7b9c59911d0eef56f668910c3b91d3ebe4a3f761cd2b745bd8bae51c6ed9a7e,2026-07-31T22:15:29-07:00,2026-07-31T22:15:29-07:00,崇祯11年,秋,跨季度长期制度/名册/数据库,历史状态,否,否,否,否,02_长期档案/朝廷人事/崇祯十一年秋全国军政要员名册补录说明.md,0.93,
大明档案/朝臣档案/朝臣总档.md,朝臣总档.md,.md,72743,12c370bb7e57c106a16d9748ab7cf846ab0e66c7b8c0d8ddc77fa4a1ddd96f8d,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯4年,春,跨季度长期制度/名册/数据库,历史状态,否,是（3）,否,否,02_长期档案/朝廷人事/朝臣总档.md,0.93,引用示例: skills/writeimperial/references/archive_map.md | 大明档案/国家态势/崇祯六年秋国家态势更新.md | 大明档案/朝臣档案/崇祯9年春初期朝臣任职复核.md
大明档案/皇帝日志/季度记录.md,季度记录.md,.md,68145,a76bcc7be8a3e19e2ab43a2421b0f12a9dcf9aa7e1f463e7c0c5de90cd33eead,2026-07-30T15:11:05-05:00,2026-07-30T23:40:54-05:00,崇祯1年,春,季度结案/当前快照,历史状态,否,是（1）,否,是：大明档案/战争记录/战争记录.md | 大明档案/财政报告/财政报告.md,01_季度回合/崇祯1年/春/结案与快照原文/季度记录.md,0.88,近似重复: 大明档案/战争记录/战争记录.md | 大明档案/财政报告/财政报告.md；引用示例: skills/writeimperial/references/archive_map.md
大明档案/诏书全集/崇祯10年冬《迁民开厂富民增税安业续制诏》.md,崇祯10年冬《迁民开厂富民增税安业续制诏》.md,.md,15675,ea5061eb06db471e69e0c12307629e22f88c82be3550d21f680b6635669c241d,2026-07-31T05:58:03-07:00,2026-07-31T05:58:03-07:00,崇祯10年,冬,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯10年/冬/正式诏书原文/崇祯10年冬《迁民开厂富民增税安业续制诏》.md,0.91,引用示例: data/edicts/崇祯10年冬迁民开厂富民增税安业续制诏.json | data/strategy/崇祯10年冬至11年秋迁民开厂富民增税总考计划.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯10年夏《精袭辽阳毁粮练军续制验实诏》.md,崇祯10年夏《精袭辽阳毁粮练军续制验实诏》.md,.md,9849,81b8bb6e2a5f058059f036c6ad8183ce68bb5e5996658847c91ca50b888df330,2026-07-31T02:28:13-07:00,2026-07-31T02:28:13-07:00,崇祯10年,夏,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯10年/夏/正式诏书原文/崇祯10年夏《精袭辽阳毁粮练军续制验实诏》.md,0.91,引用示例: data/edicts/崇祯10年夏精袭辽阳毁粮练军续制验实诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯10年春《竞贸购种兴农安秦续制固藩诏》.md,崇祯10年春《竞贸购种兴农安秦续制固藩诏》.md,.md,10247,24821fe7f429fd35d33bbe2dcf848941c34e62c76f629298f303b21270d218af,2026-07-31T02:04:41-07:00,2026-07-31T02:04:41-07:00,崇祯10年,春,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯10年/春/正式诏书原文/崇祯10年春《竞贸购种兴农安秦续制固藩诏》.md,0.91,引用示例: data/edicts/崇祯10年春竞贸购种兴农安秦续制固藩诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯10年秋《六部侍郎荐举与堂官补实令》.md,崇祯10年秋《六部侍郎荐举与堂官补实令》.md,.md,2270,d8f81950348a9f5f0d0d4c8be7b899f5cb4ba7675e1a55c1c24c2df4ab83b13e,2026-07-31T07:48:59-07:00,2026-07-31T07:48:59-07:00,崇祯10年,秋,正式提交诏书,正式提交（目录推定）,否,是（2）,否,否,01_季度回合/崇祯10年/秋/正式诏书原文/崇祯10年秋《六部侍郎荐举与堂官补实令》.md,0.91,引用示例: data/appointments/崇祯10年秋六部侍郎荐举与堂官补实令.json | 大明档案/朝臣档案/崇祯10年秋季朝臣任职复核.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯10年秋《袭马断粮开厂垦田移民增税诏》.md,崇祯10年秋《袭马断粮开厂垦田移民增税诏》.md,.md,9398,acc1ce08cb64eb50e5c6f3a8c52c5ff2a703efa9a0676bd615d9f65cc773098d,2026-07-31T03:45:49-07:00,2026-07-31T03:45:49-07:00,崇祯10年,秋,正式提交诏书,正式提交（目录推定）,否,是（1）,否,否,01_季度回合/崇祯10年/秋/正式诏书原文/崇祯10年秋《袭马断粮开厂垦田移民增税诏》.md,0.91,引用示例: data/edicts/崇祯10年秋袭马断粮开厂垦田移民增税诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯11年冬《刷新军建足械兴商裕民收官诏》.md,崇祯11年冬《刷新军建足械兴商裕民收官诏》.md,.md,9016,a727027eb57a14b2f24023d964bbe8b3e93513ac57b7c0de83f0bb189f3babee,2026-08-01T00:42:28-07:00,2026-08-01T00:42:28-07:00,崇祯11年,冬,正式提交诏书,正式提交（目录推定）,否,是（4）,否,否,01_季度回合/崇祯11年/冬/正式诏书原文/崇祯11年冬《刷新军建足械兴商裕民收官诏》.md,0.91,引用示例: data/current_snapshot.json | data/edicts/崇祯11年冬刷新军建足械兴商裕民收官诏.json | data/latest_state.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
